11642,"Matthew Nicholas ""Matt"" Biondi",Male,22,18-25,200,95,USA,1988,Swimming,Swimming Men's 200 metres Freestyle,Bronze
11642,"Matthew Nicholas ""Matt"" Biondi",Male,22,18-25,200,95,USA,1988,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
11642,"Matthew Nicholas ""Matt"" Biondi",Male,22,18-25,200,95,USA,1988,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
11642,"Matthew Nicholas ""Matt"" Biondi",Male,22,18-25,200,95,USA,1988,Swimming,Swimming Men's 100 metres Butterfly,Silver
11642,"Matthew Nicholas ""Matt"" Biondi",Male,22,18-25,200,95,USA,1988,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
11642,"Matthew Nicholas ""Matt"" Biondi",Male,26,25-30,200,95,USA,1992,Swimming,Swimming Men's 50 metres Freestyle,Silver
11642,"Matthew Nicholas ""Matt"" Biondi",Male,26,25-30,200,95,USA,1992,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
11642,"Matthew Nicholas ""Matt"" Biondi",Male,26,25-30,200,95,USA,1992,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
11645,Carl Fabian Birck,Male,26,25-30,,,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
11646,"Alexandre Jacques Joseph Baptiste Henri ""Alex"" Bioussa",Male,23,18-25,173,77,FRA,1924,Rugby,Rugby Men's Rugby,Silver
11648,"Ubiratan ""Bira"" Pereira Maciel",Male,20,18-25,196,96,BRA,1964,Basketball,Basketball Men's Basketball,Bronze
11653,Emanuele Birarelli,Male,31,Over 30,202,95,ITA,2012,Volleyball,Volleyball Men's Volleyball,Bronze
9475,Andrzej Bek,Male,21,18-25,180,78,POL,1972,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
9479,Sofia Bekatorou (-Kosmatopoulos),Female,26,25-30,172,62,GRE,2004,Sailing,Sailing Women's Two Person Dinghy,Gold
9479,Sofia Bekatorou (-Kosmatopoulos),Female,30,25-30,172,62,GRE,2008,Sailing,Sailing Women's Three Person Keelboat,Bronze
14969,Linda Bresonik,Female,24,18-25,175,60,GER,2008,Football,Football Women's Football,Bronze
14972,Julie Bresset,Female,23,18-25,167,53,FRA,2012,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
9487,Kenenisa Bekele Beyecha,Male,22,18-25,165,56,ETH,2004,Athletics,"Athletics Men's 5,000 metres",Silver
9487,Kenenisa Bekele Beyecha,Male,22,18-25,165,56,ETH,2004,Athletics,"Athletics Men's 10,000 metres",Gold
9487,Kenenisa Bekele Beyecha,Male,26,25-30,165,56,ETH,2008,Athletics,"Athletics Men's 5,000 metres",Gold
9487,Kenenisa Bekele Beyecha,Male,26,25-30,165,56,ETH,2008,Athletics,"Athletics Men's 10,000 metres",Gold
9490,Tariku Bekele Beyecha,Male,25,18-25,173,65,ETH,2012,Athletics,"Athletics Men's 10,000 metres",Bronze
11653,Emanuele Birarelli,Male,35,Over 30,202,95,ITA,2016,Volleyball,Volleyball Men's Volleyball,Silver
11656,Stefan Birevi,Male,26,25-30,210,104,SRB,2016,Basketball,Basketball Men's Basketball,Silver
11657,Aage Birch,Male,42,Over 30,172,70,DEN,1968,Sailing,Sailing Mixed Three Person Keelboat,Silver
11659,Halvor Birch,Male,21,18-25,,,DEN,1906,Gymnastics,Gymnastics Men's Team All-Around,Silver
11659,Halvor Birch,Male,27,25-30,,,DEN,1912,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Bronze
7194,Andrs Balcz,Male,22,18-25,181,73,HUN,1960,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
7194,Andrs Balcz,Male,30,25-30,181,73,HUN,1968,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
7194,Andrs Balcz,Male,30,25-30,181,73,HUN,1968,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
7194,Andrs Balcz,Male,34,Over 30,181,73,HUN,1972,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
4891,Eduard Arbs Borras,Male,25,18-25,174,70,ESP,2008,Hockey,Hockey Men's Hockey,Silver
4892,Jaime Arbs Serra,Male,28,25-30,170,64,ESP,1980,Hockey,Hockey Men's Hockey,Silver
4893,Juan Arbs Perarnau,Male,27,25-30,170,72,ESP,1980,Hockey,Hockey Men's Hockey,Silver
4897,Anelija Arbutina (-arenac),Female,21,18-25,178,68,YUG,1988,Basketball,Basketball Women's Basketball,Silver
13767,"Leonard Francois Gerard ""Leo"" Bosschart",Male,31,Over 30,,,NED,1920,Football,Football Men's Football,Bronze
13774,Rudolf Bosshard,Male,,,,,SUI,1924,Rowing,Rowing Men's Double Sculls,Bronze
13775,Dominique Simone Bosshart,Female,22,18-25,178,82,CAN,2000,Taekwondo,Taekwondo Women's Heavyweight,Bronze
13776,Carmelo Bossi,Male,20,18-25,171,71,ITA,1960,Boxing,Boxing Men's Light-Middleweight,Silver
17000,Jen Buznszky,Male,27,25-30,,,HUN,1952,Football,Football Men's Football,Gold
9492,Ilona Bksi,Female,18,18-25,166,55,HUN,1972,Gymnastics,Gymnastics Women's Team All-Around,Bronze
9494,Bla Szzados Bkessy,Male,36,Over 30,,,HUN,1912,Fencing,"Fencing Men's Sabre, Individual",Silver
9495,Aleksandr Vladimirovich Beketov,Male,26,25-30,182,75,RUS,1996,Fencing,"Fencing Men's epee, Individual",Gold
17008,Nataliya Vasilyevna Buzunova,Female,22,18-25,172,66,URS,1980,Hockey,Hockey Women's Hockey,Bronze
6030,"Michael MacKay ""Mike"" Austin",Male,21,18-25,185,85,USA,1964,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
6034,"Timothy ""Tim"" Austin",Male,21,18-25,167,51,USA,1992,Boxing,Boxing Men's Flyweight,Bronze
6039,Otto Fredrik Authn,Male,21,18-25,,,NOR,1908,Gymnastics,Gymnastics Men's Team All-Around,Silver
14987,George Henry Bretz (-Brett),Male,23,18-25,,75,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold
14990,Grit Breuer (-Springstein),Female,16,Under 18,168,63,GDR,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
14990,Grit Breuer (-Springstein),Female,24,18-25,168,63,GER,1996,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
9495,Aleksandr Vladimirovich Beketov,Male,26,25-30,182,75,RUS,1996,Fencing,"Fencing Men's epee, Team",Silver
9500,Dmitry Nikolayevich Bekhterev,Male,26,25-30,194,93,URS,1976,Rowing,Rowing Men's Coxed Pairs,Silver
9502,Fredrik Raaen Bekken,Male,25,18-25,183,84,NOR,2000,Rowing,Rowing Men's Double Sculls,Silver
9505,"Daniel Wepener ""Daan"" Bekker",Male,24,18-25,180,89,RSA,1956,Boxing,Boxing Men's Heavyweight,Bronze
9505,"Daniel Wepener ""Daan"" Bekker",Male,28,25-30,180,89,RSA,1960,Boxing,Boxing Men's Heavyweight,Silver
9508,"Wilhelmus Johannes ""Wim"" Bekkers",Male,29,25-30,,,NED,1920,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
9509,Kristin Bekkevold,Female,23,18-25,173,64,NOR,2000,Football,Football Women's Football,Gold
9511,Daniel N'Dene Bekono,Male,22,18-25,184,,CMR,2000,Football,Football Men's Football,Gold
12693,"Martina Boesler (-Kirchner, -Wieduwilt)",Female,23,18-25,175,70,GDR,1980,Rowing,Rowing Women's Coxed Eights,Gold
12694,Petra Boesler (-Wach),Female,20,18-25,174,69,GDR,1976,Rowing,Rowing Women's Double Sculls,Silver
12696,Dirk Boest Gips,Male,35,Over 30,,,NED,1900,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Bronze
12700,Hans Gerhard Boetzelen,Male,26,25-30,,,GER,1932,Rowing,Rowing Men's Double Sculls,Silver
12702,Galabin Pepov Boevski,Male,25,18-25,175,69,BUL,2000,Weightlifting,Weightlifting Men's Lightweight,Gold
14991,Renate Breuer,Female,28,25-30,165,68,FRG,1968,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
14996,Pyotr Pavlovich Breus,Male,28,25-30,,,URS,1956,Water Polo,Water Polo Men's Water Polo,Bronze
13781,ngel Fernando Bossio Garclandez,Male,23,18-25,176,75,ARG,1928,Football,Football Men's Football,Silver
13783,Carlos Gustavo Bossio,Male,22,18-25,194,96,ARG,1996,Football,Football Men's Football,Silver
13790,Roger-Yves Bost,Male,50,Over 30,176,80,FRA,2016,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
6049,Eugne Auwerkeren,Male,34,Over 30,,,BEL,1920,Gymnastics,Gymnastics Men's Team All-Around,Silver
13797,Ralph Harold Boston,Male,21,18-25,187,74,USA,1960,Athletics,Athletics Men's Long Jump,Gold
13797,Ralph Harold Boston,Male,25,18-25,187,74,USA,1964,Athletics,Athletics Men's Long Jump,Silver
13797,Ralph Harold Boston,Male,29,25-30,187,74,USA,1968,Athletics,Athletics Men's Long Jump,Bronze
13798,Erik Bostrm,Male,42,Over 30,,,SWE,1912,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
13800,Wollmar Filip Bostrm,Male,29,25-30,,,SWE,1908,Tennis,"Tennis Men's Doubles, Covered Courts",Bronze
2583,Buffy-Lynne Alexander-Williams,Female,23,18-25,170,69,CAN,2000,Rowing,Rowing Women's Coxed Eights,Bronze
13801,Silvia Bosurgi,Female,25,18-25,164,59,ITA,2004,Water Polo,Water Polo Women's Water Polo,Gold
13802,"Catherine La Ora ""Cathy"" Boswell",Female,21,18-25,183,78,USA,1984,Basketball,Basketball Women's Basketball,Gold
13806,Kinga Bta,Female,26,25-30,180,69,HUN,2004,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
10478,"Rafael ""Rafa"" Berges Marn",Male,21,18-25,,,ESP,1992,Football,Football Men's Football,Gold
10480,James Hunter Bergeson,Male,27,25-30,183,86,USA,1988,Water Polo,Water Polo Men's Water Polo,Silver
10483,Evy Margareta Berggren (-Westerberg),Female,18,18-25,,,SWE,1952,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold
15001,Derrick Keith Brew,Male,26,25-30,185,81,USA,2004,Athletics,Athletics Men's 400 metres,Bronze
15001,Derrick Keith Brew,Male,26,25-30,185,81,USA,2004,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15006,Graeme Thomas Brewer,Male,21,18-25,192,96,AUS,1980,Swimming,Swimming Men's 200 metres Freestyle,Bronze
15009,"James Turner ""Jim"" Brewer",Male,20,18-25,206,100,USA,1972,Basketball,Basketball Men's Basketball,Silver
15011,Frank Gerald Singlehurst Brewin,Male,22,18-25,,,IND,1932,Hockey,Hockey Men's Hockey,Gold
15014,Harold Suydam Brewster,Male,29,25-30,,,USA,1932,Hockey,Hockey Men's Hockey,Bronze
15015,"Elizabeth Evadna ""Betty"" Brey (Mullen-)",Female,24,18-25,165,59,USA,1956,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
9541,Tatyana Valeryevna Belan,Female,17,Under 18,165,43,BLR,2000,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
10483,Evy Margareta Berggren (-Westerberg),Female,22,18-25,,,SWE,1956,Gymnastics,Gymnastics Women's Team Portable Apparatus,Silver
10484,Gunnar Alf Erik Berggren,Male,20,18-25,,,SWE,1928,Boxing,Boxing Men's Lightweight,Bronze
10489,Franz Berghammer,Male,22,18-25,,,AUT,1936,Handball,Handball Men's Handball,Silver
2589,Marc Robert Alexandre,Male,24,18-25,170,73,FRA,1984,Judo,Judo Men's Half-Lightweight,Bronze
2589,Marc Robert Alexandre,Male,28,25-30,170,73,FRA,1988,Judo,Judo Men's Lightweight,Gold
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",Male,18,18-25,179,71,BRA,2008,Football,Football Men's Football,Bronze
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",Male,22,18-25,179,71,BRA,2012,Football,Football Men's Football,Silver
2597,Constantin Alexandru,Male,26,25-30,157,52,ROU,1980,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
2599,Ion Alexe,Male,26,25-30,189,81,ROU,1972,Boxing,Boxing Men's Heavyweight,Silver
13814,Juan Botella Medina,Male,19,18-25,170,68,MEX,1960,Diving,Diving Men's Springboard,Bronze
9546,Jose Blanger,Female,30,25-30,163,63,CAN,2016,Football,Football Women's Football,Bronze
9553,Jos Mara Belausteguigoitia Landaluce,Male,20,18-25,193,95,ESP,1920,Football,Football Men's Football,Silver
15017,Ralph Theodore Breyer,Male,20,18-25,180,,USA,1924,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
3749,Jrgen Marius Andersen,Male,26,25-30,,,NOR,1912,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
3749,Jrgen Marius Andersen,Male,34,Over 30,,,NOR,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
3754,Kjerstin Andersen,Female,29,25-30,179,82,NOR,1988,Handball,Handball Women's Handball,Silver
2607,Vladimir Petrovich Aleynik,Male,23,18-25,184,74,URS,1976,Diving,Diving Men's Platform,Bronze
2607,Vladimir Petrovich Aleynik,Male,27,25-30,184,74,URS,1980,Diving,Diving Men's Platform,Silver
2608,Yevgeny Vasilyevich Aleynikov,Male,33,Over 30,181,88,RUS,2000,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
2610,Abdoul Razak Issoufou Alfaga,Male,21,18-25,207,90,NIG,2016,Taekwondo,Taekwondo Men's Heavyweight,Silver
4909,Fernando Arcega Aperte,Male,23,18-25,204,96,ESP,1984,Basketball,Basketball Men's Basketball,Silver
4914,Archenoul,Male,,,,,FRA,1900,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Silver
9554,Jon Belaustegui Ruano,Male,29,25-30,195,100,ESP,2008,Handball,Handball Men's Handball,Bronze
9562,Tracey Lee Belbin,Female,21,18-25,169,67,AUS,1988,Hockey,Hockey Women's Hockey,Gold
9567,Mathew Belcher,Male,29,25-30,173,62,AUS,2012,Sailing,Sailing Men's Two Person Dinghy,Gold
4919,"John ""Jack"" Archer",Male,26,25-30,,,GBR,1948,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
4921,Simon David Archer,Male,27,25-30,189,86,GBR,2000,Badminton,Badminton Mixed Doubles,Bronze
4925,"Edward Blake ""Ed"" Archibald",Male,24,18-25,182,77,CAN,1908,Athletics,Athletics Men's Pole Vault,Bronze
4926,"Jeffrey Victor ""Jeff"" Archibald",Male,24,18-25,177,68,NZL,1976,Hockey,Hockey Men's Hockey,Gold
4928,Katie Louise Archibald,Female,22,18-25,178,70,GBR,2016,Cycling,Cycling Women's Team Pursuit,Gold
8325,"Christopher Bertram Ronald ""Chris"" Barton",Male,20,18-25,,,GBR,1948,Rowing,Rowing Men's Coxed Eights,Silver
8330,"Gregory Mark ""Greg"" Barton",Male,24,18-25,180,79,USA,1984,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
8330,"Gregory Mark ""Greg"" Barton",Male,28,25-30,180,79,USA,1988,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
8330,"Gregory Mark ""Greg"" Barton",Male,28,25-30,180,79,USA,1988,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
8330,"Gregory Mark ""Greg"" Barton",Male,32,Over 30,180,79,USA,1992,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
10502,Emma Sofia Berglund,Female,27,25-30,171,64,SWE,2016,Football,Football Women's Football,Silver
10504,Hans Gustaf Bo Berglund,Male,30,25-30,,,SWE,1948,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
12707,Sylwia Katarzyna Bogacka,Female,30,25-30,162,57,POL,2012,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
12719,Albert Bgathy,Male,30,25-30,,,AUT,1912,Fencing,"Fencing Men's Sabre, Team",Silver
2619,Lidiya Nikolayevna Alfeyeva,Female,30,25-30,170,62,URS,1976,Athletics,Athletics Women's Long Jump,Bronze
2629,Alfonso Prez Muoz,Male,19,18-25,178,69,ESP,1992,Football,Football Men's Football,Gold
67,Mariya Vasilyevna Abakumova (-Tarabina),Female,22,18-25,179,80,RUS,2008,Athletics,Athletics Women's Javelin Throw,Silver
72,Aleksey Aleksandrovich Abalmasov,Male,28,25-30,180,83,BLR,2008,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
73,Luc Abalo,Male,23,18-25,182,86,FRA,2008,Handball,Handball Men's Handball,Gold
73,Luc Abalo,Male,27,25-30,182,86,FRA,2012,Handball,Handball Men's Handball,Gold
73,Luc Abalo,Male,31,Over 30,182,86,FRA,2016,Handball,Handball Men's Handball,Silver
76,Jouan Patrice Abanda Etong,Male,22,18-25,185,82,CMR,2000,Football,Football Men's Football,Gold
80,Jos Mara Abarca Plotas,Male,22,18-25,186,83,ESP,1996,Water Polo,Water Polo Men's Water Polo,Gold
9567,Mathew Belcher,Male,33,Over 30,173,62,AUS,2016,Sailing,Sailing Men's Two Person Dinghy,Silver
9573,Claudia Renate Belderbos,Female,27,25-30,175,72,NED,2012,Rowing,Rowing Women's Coxed Eights,Bronze
11664,Ernest Augustus Paul Bircher,Male,19,18-25,,,GBR,1948,Rowing,Rowing Men's Coxed Eights,Silver
11665,Andrew David Bird,Male,21,18-25,167,50,NZL,1988,Rowing,Rowing Men's Coxed Fours,Bronze
11668,Larry Joe Bird,Male,35,Over 30,205,100,USA,1992,Basketball,Basketball Men's Basketball,Gold
11671,"Suzanne Brigit ""Sue"" Bird",Female,23,18-25,175,66,USA,2004,Basketball,Basketball Women's Basketball,Gold
11671,"Suzanne Brigit ""Sue"" Bird",Female,27,25-30,175,66,USA,2008,Basketball,Basketball Women's Basketball,Gold
11671,"Suzanne Brigit ""Sue"" Bird",Female,31,Over 30,175,66,USA,2012,Basketball,Basketball Women's Basketball,Gold
11671,"Suzanne Brigit ""Sue"" Bird",Female,35,Over 30,175,66,USA,2016,Basketball,Basketball Women's Basketball,Gold
11673,Dane Alex Bird-Smith,Male,24,18-25,187,72,AUS,2016,Athletics,Athletics Men's 20 kilometres Walk,Bronze
12724,Anatoly Ivanovich Bogdanov,Male,21,18-25,,,URS,1952,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold
12724,Anatoly Ivanovich Bogdanov,Male,25,18-25,,,URS,1956,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
12725,Andrey Nikolayevich Bogdanov,Male,18,18-25,,,URS,1976,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
12727,Leonid Aleksandrovich Bogdanov,Male,29,25-30,,,URS,1956,Fencing,"Fencing Men's Sabre, Team",Bronze
11684,Matthew Kiprotich Birir,Male,20,18-25,172,62,KEN,1992,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
11688,Johannes Birk,Male,26,25-30,,,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
11691,Halvor Olai Birkeland (Olsen-),Male,25,18-25,,,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
11692,Rasmus Ingvald Birkeland (Olsen-),Male,32,Over 30,,,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
11696,Arthur Ernest Burrington Birkett,Male,24,18-25,,,GBR,1900,Cricket,Cricket Men's Cricket,Gold
2636,"Stephen Todd ""Steve"" Alford",Male,19,18-25,185,74,USA,1984,Basketball,Basketball Men's Basketball,Gold
2638,Axel Alfredsson,Male,22,18-25,,,SWE,1924,Football,Football Men's Football,Bronze
2643,Max Ferdinand Alfthan,Male,20,18-25,,,FIN,1912,Sailing,Sailing Mixed 12 metres,Bronze
12732,Krasimira Nikolova Bogdanova,Female,27,25-30,182,73,BUL,1976,Basketball,Basketball Women's Basketball,Bronze
12732,Krasimira Nikolova Bogdanova,Female,31,Over 30,182,73,BUL,1980,Basketball,Basketball Women's Basketball,Silver
12736,Svetlana Vladimirovna Bogdanova,Female,28,25-30,,,EUN,1992,Handball,Handball Women's Handball,Bronze
12737,Yuliya Alekseyevna Bogdanova,Female,16,Under 18,170,66,URS,1980,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
12738,Bogdan Bogdanovi,Male,23,18-25,197,99,SRB,2016,Basketball,Basketball Men's Basketball,Silver
12740,Tijana Bogdanovi,Female,18,18-25,172,52,SRB,2016,Taekwondo,Taekwondo Women's Flyweight,Silver
12741,Aleksandr Viktorovich Bogdanovich,Male,26,25-30,191,97,BLR,2008,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
12741,Aleksandr Viktorovich Bogdanovich,Male,30,25-30,191,97,BLR,2012,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
17039,Oskar Wilhelm Bye,Male,35,Over 30,,,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
17039,Oskar Wilhelm Bye,Male,37,Over 30,,,NOR,1908,Gymnastics,Gymnastics Men's Team All-Around,Silver
17043,Byeon Gyeong-Ja,Female,20,18-25,172,61,KOR,1976,Volleyball,Volleyball Women's Volleyball,Bronze
84,Stephen Anthony Abas,Male,26,25-30,165,55,USA,2004,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
85,Alejandro Abascal Garca,Male,28,25-30,181,82,ESP,1980,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
86,Jos Manuel Abascal Gmez,Male,26,25-30,182,67,ESP,1984,Athletics,"Athletics Men's 1,500 metres",Bronze
90,Tamila Rashidovna Abasova,Female,21,18-25,163,60,RUS,2004,Cycling,Cycling Women's Sprint,Silver
93,Jol Marc Abati,Male,38,Over 30,190,85,FRA,2008,Handball,Handball Men's Handball,Gold
10509,Adolf Bergman,Male,33,Over 30,,,SWE,1912,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
10516,"Petrus Hilding ""Per"" Bergman",Male,25,18-25,,,SWE,1912,Sailing,Sailing Mixed 12 metres,Silver
8331,"James ""Jim"" Barton",Male,40,Over 30,188,84,USA,1996,Sailing,Sailing Mixed Three Person Keelboat,Bronze
17062,Anatoly Mikhaylovich Bykov,Male,22,18-25,170,74,URS,1976,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
17062,Anatoly Mikhaylovich Bykov,Male,26,25-30,170,74,URS,1980,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
17066,Nataliya Viktorovna Bykova (-Zvonaryova),Female,21,18-25,160,59,URS,1980,Hockey,Hockey Women's Hockey,Bronze
17067,Tamara Vladimirovna Bykova,Female,29,25-30,179,62,URS,1988,Athletics,Athletics Women's High Jump,Bronze
99,Pter Abay,Male,30,25-30,181,79,HUN,1992,Fencing,"Fencing Men's Sabre, Team",Silver
100,Oszkr Abay-Nemes,Male,22,18-25,,,HUN,1936,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
103,Silvano Abba,Male,25,18-25,,,ITA,1936,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
106,Agostino Abbagnale,Male,22,18-25,188,96,ITA,1988,Rowing,Rowing Men's Quadruple Sculls,Gold
106,Agostino Abbagnale,Male,29,25-30,188,96,ITA,1996,Rowing,Rowing Men's Double Sculls,Gold
106,Agostino Abbagnale,Male,34,Over 30,188,96,ITA,2000,Rowing,Rowing Men's Quadruple Sculls,Gold
107,Carmine Abbagnale,Male,22,18-25,182,90,ITA,1984,Rowing,Rowing Men's Coxed Pairs,Gold
107,Carmine Abbagnale,Male,26,25-30,182,90,ITA,1988,Rowing,Rowing Men's Coxed Pairs,Gold
107,Carmine Abbagnale,Male,30,25-30,182,90,ITA,1992,Rowing,Rowing Men's Coxed Pairs,Silver
12742,Andrey Viktorovich Bogdanovich,Male,20,18-25,193,87,BLR,2008,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
12742,Andrey Viktorovich Bogdanovich,Male,24,18-25,193,87,BLR,2012,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
12748,Fyodor Fyodorovich Bogdanovsky,Male,26,25-30,,75,URS,1956,Weightlifting,Weightlifting Men's Middleweight,Gold
12750,Erna Bogen-Bogti (-Gerevich),Female,25,18-25,,,HUN,1932,Fencing,"Fencing Women's Foil, Individual",Bronze
8343,Alison Bartosik,Female,21,18-25,172,64,USA,2004,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
